Sample_ID,Experiment_Path,Surface_Roughness_Ra,Depth_of_Cut_ap,Feed_Rate_f,Cutting_Speed_vc,Material,Tool
1,241,3.532,0.5,0.3,250.0,2,0
1,242,0.445,0.99,0.11,140.0,2,0
1,243,0.676,0.81,0.15,280.0,2,0
1,244,2.967,0.63,0.28,130.0,2,0
1,245,0.561,0.83,0.11,100.0,2,0
1,246,3.064,0.7,0.28,230.0,2,0
1,247,1.527,0.79,0.2,250.0,2,0
1,248,0.662,0.98,0.13,200.0,2,0
1,249,0.768,0.79,0.14,160.0,2,0
1,250,2.483,0.83,0.26,130.0,2,0
1,251,1.143,0.97,0.18,130.0,2,0
1,252,0.529,0.57,0.12,130.0,2,0
1,253,2.077,0.6,0.235,290.0,2,0
1,254,2.836,0.93,0.28,200.0,2,0
1,255,1.122,0.75,0.18,150.0,2,0
1,256,0.43,0.64,0.12,200.0,2,0
1,257,2.845,0.73,0.27,220.0,2,0
1,258,1.444,0.58,0.2,130.0,2,0
1,259,0.46,0.97,0.11,140.0,2,0
1,260,0.489,0.53,0.13,240.0,2,0
1,261,2.238,0.99,0.24,170.0,2,0
1,262,0.551,0.93,0.1,110.0,2,0
1,263,1.526,0.68,0.21,220.0,2,0
1,264,1.334,0.54,0.19,110.0,2,0
1,265,0.975,0.81,0.17,270.0,2,0
1,266,1.946,0.64,0.23,130.0,2,0
1,267,0.628,1.0,0.1,100.0,2,0
1,268,0.907,1.0,0.15,100.0,2,0
1,269,1.522,1.0,0.2,100.0,2,0
1,270,2.318,1.0,0.25,100.0,2,0
1,271,3.566,1.0,0.3,100.0,2,0
1,272,0.525,1.0,0.1,200.0,2,0
1,273,0.846,1.0,0.15,200.0,2,0
1,274,1.436,1.0,0.2,200.0,2,0
1,275,2.346,1.0,0.25,200.0,2,0
1,276,3.518,1.0,0.3,200.0,2,0
1,277,0.396,1.0,0.1,300.0,2,0
1,278,0.801,1.0,0.15,300.0,2,0
1,279,1.461,1.0,0.2,300.0,2,0
1,280,2.348,1.0,0.25,300.0,2,0
1,281,3.479,1.0,0.3,300.0,2,0
1,282,0.552,0.75,0.1,100.0,2,0
1,283,0.947,0.75,0.15,100.0,2,0
1,284,1.534,0.75,0.2,100.0,2,0
1,285,2.382,0.75,0.25,100.0,2,0
1,286,3.535,0.75,0.3,100.0,2,0
1,287,0.855,0.5,0.15,200.0,2,0
1,288,0.362,0.75,0.1,200.0,2,0
1,289,0.659,0.75,0.15,200.0,2,0
1,290,1.328,0.75,0.2,200.0,2,0
1,291,2.329,0.75,0.25,200.0,2,0
1,292,3.493,0.75,0.3,200.0,2,0
1,293,0.431,0.75,0.1,300.0,2,0
1,294,0.826,0.75,0.15,300.0,2,0
1,295,1.385,0.75,0.2,300.0,2,0
1,296,2.356,0.75,0.25,300.0,2,0
1,297,3.483,0.75,0.3,300.0,2,0
1,298,0.816,1.0,0.15,200.0,2,0
1,299,0.844,0.5,0.15,200.0,2,0
1,300,0.842,1.5,0.15,200.0,2,0
1,301,0.864,1.5,0.15,200.0,2,0
2,302,0.496,0.5,0.1,100.0,1,0
2,303,1.028,0.5,0.15,100.0,1,0
2,304,1.817,0.5,0.2,100.0,1,0
2,305,2.779,0.5,0.25,100.0,1,0
2,306,3.944,0.5,0.3,100.0,1,0
2,307,0.486,0.5,0.1,150.0,1,0
2,308,1.02,0.5,0.15,150.0,1,0
2,309,1.781,0.5,0.2,150.0,1,0
2,310,2.737,0.5,0.25,150.0,1,0
2,311,3.909,0.5,0.3,150.0,1,0
2,312,0.516,0.5,0.1,200.0,1,0
2,313,1.004,0.5,0.15,200.0,1,0
2,314,1.811,0.5,0.2,200.0,1,0
2,315,2.748,0.5,0.25,200.0,1,0
2,316,3.923,0.5,0.3,200.0,1,0
2,317,0.487,0.5,0.1,250.0,1,0
2,318,0.999,0.5,0.15,250.0,1,0
2,319,1.79,0.5,0.2,250.0,1,0
2,320,2.709,0.5,0.25,250.0,1,0
2,321,3.843,0.5,0.3,250.0,1,0
2,322,0.485,0.5,0.1,300.0,1,0
2,323,0.999,0.5,0.15,300.0,1,0
2,324,1.786,0.5,0.2,300.0,1,0
2,325,2.729,0.5,0.25,300.0,1,0
2,326,3.843,0.5,0.3,300.0,1,0
2,327,0.501,0.5,0.1,100.0,1,0
2,328,1.03,0.5,0.15,100.0,1,0
2,329,1.836,0.5,0.2,100.0,1,0
2,330,2.755,0.5,0.25,100.0,1,0
2,331,3.927,0.5,0.3,100.0,1,0
2,332,0.512,0.5,0.1,150.0,1,0
2,333,1.046,0.5,0.15,150.0,1,0
2,334,1.828,0.5,0.2,150.0,1,0
2,335,2.743,0.5,0.25,150.0,1,0
2,336,3.877,0.5,0.3,150.0,1,0
2,337,0.576,0.5,0.1,200.0,1,0
2,338,1.008,0.5,0.15,200.0,1,0
2,339,1.801,0.5,0.2,200.0,1,0
2,340,2.759,0.5,0.25,200.0,1,0
2,341,3.868,0.5,0.3,200.0,1,0
2,342,0.495,0.5,0.1,250.0,1,0
2,343,0.999,0.5,0.15,250.0,1,0
2,344,1.807,0.5,0.2,250.0,1,0
2,345,2.717,0.5,0.25,250.0,1,0
2,346,3.837,0.5,0.3,250.0,1,0
2,347,0.487,0.5,0.1,300.0,1,0
2,348,1.031,0.5,0.15,300.0,1,0
2,349,1.788,0.5,0.2,300.0,1,0
2,350,2.699,0.5,0.25,300.0,1,0
2,351,3.898,0.5,0.3,300.0,1,0
2,352,0.519,0.5,0.1,100.0,1,0
2,353,1.083,0.5,0.15,100.0,1,0
2,354,1.805,0.5,0.2,100.0,1,0
2,355,2.738,0.5,0.25,100.0,1,0
2,356,3.878,0.5,0.3,100.0,1,0
2,357,0.52,0.5,0.1,150.0,1,0
2,358,1.028,0.5,0.15,150.0,1,0
2,359,1.813,0.5,0.2,150.0,1,0
2,360,2.754,0.5,0.25,150.0,1,0
2,361,3.858,0.5,0.3,150.0,1,0
2,362,0.513,0.5,0.1,200.0,1,0
2,363,1.012,0.5,0.15,200.0,1,0
2,364,1.83,0.5,0.2,200.0,1,0
2,365,2.758,0.5,0.25,200.0,1,0
2,366,3.85,0.5,0.3,200.0,1,0
2,367,0.523,0.5,0.1,250.0,1,0
2,368,1.03,0.5,0.15,250.0,1,0
2,369,1.847,0.5,0.2,250.0,1,0
2,370,2.737,0.5,0.25,250.0,1,0
2,371,3.883,0.5,0.3,250.0,1,0
2,372,0.533,0.5,0.1,300.0,1,0
2,373,1.004,0.5,0.15,300.0,1,0
2,374,1.825,0.5,0.2,300.0,1,0
2,375,2.736,0.5,0.25,300.0,1,0
2,376,3.854,0.5,0.3,300.0,1,0
2,377,0.701,0.5,0.125,125.0,1,0
2,378,1.384,0.5,0.175,125.0,1,0
2,379,2.261,0.5,0.225,125.0,1,0
2,380,3.305,0.5,0.275,125.0,1,0
2,381,0.857,0.5,0.125,175.0,1,0
2,382,1.361,0.5,0.175,175.0,1,0
2,383,2.245,0.5,0.225,175.0,1,0
2,384,3.276,0.5,0.275,175.0,1,0
2,385,0.709,0.5,0.125,225.0,1,0
2,386,1.35,0.5,0.175,225.0,1,0
2,387,2.236,0.5,0.225,225.0,1,0
2,388,3.266,0.5,0.275,225.0,1,0
2,389,0.701,0.5,0.125,275.0,1,0
2,390,1.352,0.5,0.175,275.0,1,0
2,391,2.199,0.5,0.225,275.0,1,0
2,392,3.277,0.5,0.275,275.0,1,0
2,393,0.589,1.0,0.1,100.0,1,0
2,394,1.227,1.0,0.15,100.0,1,0
2,395,1.817,1.0,0.2,100.0,1,0
2,396,2.658,1.0,0.25,100.0,1,0
2,397,3.821,1.0,0.3,100.0,1,0
2,398,0.649,1.0,0.1,200.0,1,0
2,399,1.137,1.0,0.15,200.0,1,0
2,400,1.772,1.0,0.2,200.0,1,0
2,401,2.657,1.0,0.25,200.0,1,0
2,402,3.805,1.0,0.3,200.0,1,0
2,403,0.567,0.75,0.1,200.0,1,0
2,404,1.136,0.75,0.15,200.0,1,0
2,405,1.832,0.75,0.2,200.0,1,0
2,406,2.689,0.75,0.25,200.0,1,0
2,407,3.77,0.75,0.3,200.0,1,0
2,408,0.568,0.75,0.1,300.0,1,0
2,409,1.13,0.75,0.15,300.0,1,0
2,410,1.8,0.75,0.2,300.0,1,0
2,411,2.685,0.75,0.25,300.0,1,0
2,412,3.768,0.75,0.3,300.0,1,0
2,413,1.157,1.0,0.15,200.0,1,0
2,414,1.154,0.5,0.15,200.0,1,0
2,415,1.146,0.25,0.15,200.0,1,0
2,416,1.139,1.25,0.15,200.0,1,0
2,417,1.135,1.5,0.15,200.0,1,0
2,418,0.595,1.0,0.1,300.0,1,0
2,419,1.13,1.0,0.15,300.0,1,0
2,420,1.791,1.0,0.2,300.0,1,0
2,421,2.662,1.0,0.25,300.0,1,0
2,422,3.798,1.0,0.3,300.0,1,0
2,423,0.685,0.75,0.1,100.0,1,0
2,424,1.144,0.75,0.15,100.0,1,0
2,425,1.822,0.75,0.2,100.0,1,0
2,426,2.692,0.75,0.25,100.0,1,0
2,427,3.858,0.75,0.3,100.0,1,0
2,428,1.927,0.97,0.21,300.0,1,0
2,429,0.825,0.84,0.13,150.0,1,0
2,430,3.531,0.73,0.29,120.0,1,0
2,431,2.803,0.95,0.26,200.0,1,0
2,432,2.493,0.84,0.24,180.0,1,0
2,433,0.596,0.86,0.11,240.0,1,0
2,434,3.611,1.0,0.29,130.0,1,0
2,435,1.185,0.71,0.16,110.0,1,0
2,436,1.812,0.69,0.2,260.0,1,0
2,437,2.488,0.88,0.24,210.0,1,0
2,438,1.337,0.85,0.17,220.0,1,0
2,439,1.517,0.62,0.185,300.0,1,0
2,440,0.732,0.66,0.12,190.0,1,0
2,441,3.425,0.67,0.29,150.0,1,0
2,442,1.661,0.92,0.18,200.0,1,0
2,443,1.939,0.84,0.2,190.0,1,0
2,444,2.368,0.61,0.23,270.0,1,0
2,445,1.217,0.6,0.15,270.0,1,0
2,446,0.712,0.54,0.12,230.0,1,0
2,447,3.91,0.86,0.3,110.0,1,0
2,448,2.979,0.86,0.27,180.0,1,0
2,449,2.377,0.86,0.23,250.0,1,0
2,450,1.558,0.55,0.17,120.0,1,0
2,451,2.404,0.99,0.23,160.0,1,0
2,452,3.044,0.62,0.27,140.0,1,0
